rank,user_id,username,country_code,country_name,global_rank,country_rank,pp,level,accuracy,play_count,play_time_hours,total_score,ranked_score,playstyle,join_date,supporter,profile_colour,avatar_url,profile_url,twitter,discord,youtube,twitch,website
0,2558286,Rafis,PL,Poland,50,5,19836.5,112,98.627,393090,4869,1231697740122,115812113495,"keyboard, tablet",2013-04-20T11:18:10+00:00,True,,https://a.ppy.sh/2558286?1731852359.jpeg,https://osu.ppy.sh/users/2558286,,,,,https://www.twitch.tv/rafis0/
